rxcui,drug_name,eis_score,eis_rank,eis_percentile,eis_tier,ehi_v6_score,eii_score,ehi_v6_validation_score,portfolio_value_score,strategic_opportunity_score,deployment_readiness_score,eis_framework_version,eis_weighting_method
217755,Iodo Plain,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217757,Iodopen,83.1888,5617,81.362007,Operationally Relevant,74.3962,85.4189,92.53,79.7981,85.1033,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217758,Iodrol NR,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217762,Iofen-NF,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217768,Ionil Plus,82.8591,5736,80.943847,Operationally Relevant,73.6553,85.1966,92.53,79.4276,84.7699,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217769,Ionil T,77.8444,7456,75.227333,Operationally Relevant,67.156,79.1968,92.53,72.978,79.4452,84.8545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217781,Iotussin D Liquid,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217784,Ircon,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217785,Ircon-FA,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217789,Iron Sol,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217791,Ironmar,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217792,Irospan,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217794,Ismotic PB,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217795,Iso-Acetazone,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217796,Isocet,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217797,Isocom,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217798,Isodettes,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217800,Isollyl,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217806,Isolyte S,86.0482,3399,88.722952,Enterprise High,79.9455,87.6836,92.53,83.1727,87.9755,89.8795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217812,Isopto Cetamide,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217814,Isopto Frin,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217815,Isopto Alkaline,78.5228,7280,75.842958,Operationally Relevant,71.7958,77.1637,92.53,72.2979,80.4331,85.1545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217817,Isovex,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217826,Itch-X,83.8877,5298,82.420682,Operationally Relevant,75.2085,86.4126,92.53,81.2042,85.4688,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217827,Ivocort,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217828,Je-Vax,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217836,K+ Care ET,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217837,K-10,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217838,K-8,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217839,K-C Suspension,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217841,K-Dur 20,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217844,K-Lyte,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217847,K Norm,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217848,K-Pec,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217849,K-Pek,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217850,K-Pek II,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217851,K-Phos M.F.,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217852,K-Phos Neutral,83.178,5621,81.345414,Operationally Relevant,74.372,85.4116,92.53,79.786,85.0924,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217853,K-Phos No 2,83.178,5621,81.345414,Operationally Relevant,74.372,85.4116,92.53,79.786,85.0924,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217855,K-Vescent,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217860,KG-Dal HD,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217862,KG-Fed,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217863,KG-Fed Expectorant,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217865,KG-Hist D,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217866,KG-Tuss HD,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217867,KG-Tussin,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
217868,KIE,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
