rxcui,drug_name,utilization_raw,utilization_score,utilization_percentile,spend_raw,spend_score,spend_percentile,disease_burden_raw,disease_burden_score,disease_burden_percentile,population_impact_raw,population_impact_score,population_impact_percentile,risk_raw,risk_score,risk_percentile,ehi_score,ehi_rank,ehi_percentile,ehi_tier,ehi_tier_label,primary_driver,secondary_driver,limiting_factor,methodology_version,calculation_date,source_coverage_flag
1484731,D-Cal,95.17521581228439,52.65,52.65,95.93331768798458,51.44,51.44,47.929975410589115,32.88,32.88,19.528093715264948,8.66,8.66,54.30717888984357,85.89,85.89,45.12,3574,36.73,4,Limited Enterprise Impact,Risk Intelligence,Utilization Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1485588,CTx3 Rinse,135.22021542937915,78.61,78.61,155.87718692563385,81.99,81.99,63.510044912981776,48.29,48.29,26.59546550036549,14.27,14.27,29.849963885530425,60.62,60.62,61.94,1893,80.14,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1485796,Critic-Aid Skin,9.001451817406897,0.06,0.06,37.67950525484216,9.44,9.44,154.79644428439306,93.24,93.24,39.89345145422816,26.08,26.08,122.38540357500968,99.28,99.28,34.87,4599,14.08,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1486993,Novipet Magic Bites,71.88092424110769,32.31,32.31,113.85534774908058,63.13,63.13,31.362436083164337,16.5,16.5,82.86399528004927,61.37,61.37,126.37393850850877,99.37,99.37,47.92,3294,44.31,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1487157,Bioease Pain Relieving Cold Therapy,180.608913561229,92.9,92.9,69.11597706045255,31.53,31.53,46.656478809676386,31.71,31.71,135.2861266942858,85.03,85.03,11.098707681895803,22.84,22.84,57.13,2373,69.28,3,Operationally Relevant,Utilization Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1488068,ProDenRx Rinse,47.70380245807862,12.27,12.27,47.45607580866924,15.58,15.58,42.5088627322881,27.4,27.4,47.16345865515228,32.77,32.77,38.51062342741712,72.39,72.39,25.21,5519,3.31,4,Limited Enterprise Impact,Risk Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1489128,Clear Proof Acne Treatment,65.03036423872439,26.12,26.12,26.51083175155204,4.2,4.2,18.65782350754091,5.89,5.89,112.03716304743587,76.68,76.68,24.594930038875468,51.93,51.93,26.76,5379,4.41,4,Limited Enterprise Impact,Population Impact Intelligence,Risk Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1489234,Zapzyt Acne Wash,27.138908273213403,2.3,2.3,62.989850726880505,26.66,26.66,33.07086809587121,18.13,18.13,16.60116193390268,6.53,6.53,5.552127029717576,9.48,9.48,12.91,6121,0.12,4,Limited Enterprise Impact,Spend Intelligence,Disease Burden Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1489240,Swiss Kriss,72.2403798587406,32.54,32.54,142.4898870843956,77.26,77.26,25.234281870336687,10.95,10.95,118.09834302001681,79.18,79.18,29.16582410007419,59.67,59.67,49.11,3175,47.61,3,Operationally Relevant,Population Impact Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1489406,Equi-Block LT Formula,89.1771332277471,47.54,47.54,94.3918970505484,50.26,50.26,52.561494701707,37.52,37.52,20.770919320399134,9.56,9.56,46.57065685289876,80.41,80.41,43.81,3705,33.27,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1491644,Clear Proof Acne Medication,285.8290259960989,99.67,99.67,88.74635489251344,46.31,46.31,117.21813715251619,83.62,83.62,46.555848919101095,32.18,32.18,13.722405603249308,29.26,29.26,65.96,1493,87.16,2,Strategically Important,Utilization Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1539804,Dream Pure BB,115.15957089992193,67.21,67.21,179.6767891429395,88.6,88.6,71.6575277530027,55.52,55.52,20.13586409956336,9.09,9.09,89.78777655538391,96.9,96.9,64.47,1641,84.73,2,Strategically Important,Risk Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1541087,Anti Bac,74.12096318926366,34.2,34.2,122.58581729078549,67.89,67.89,42.03089954223004,26.9,26.9,51.2787638390775,36.44,36.44,42.024915926381695,76.19,76.19,45.7,3516,38.31,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1543168,Broda Acne Spa,36.92966773681241,5.95,5.95,57.76403568105497,22.74,22.74,89.5301696832819,69.22,69.22,194.29259211841747,95.47,95.47,64.30035964430328,90.83,90.83,44.72,3614,35.67,4,Limited Enterprise Impact,Population Impact Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1547635,Rea Lo 39,65.32766188128511,26.39,26.39,166.19243196734087,85.21,85.21,65.22707485472942,49.86,49.86,30.1874973634863,17.38,17.38,41.353760379491376,75.47,75.47,49.35,3151,48.24,3,Operationally Relevant,Spend Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1549324,Head & Shoulders Clinical Strength,58.19398475824921,20.35,20.35,119.69337015992707,66.27,66.27,100.02803637448469,75.64,75.64,205.8179213978764,96.43,96.43,9.512906444089705,18.91,18.91,54.16,2670,61.6,3,Operationally Relevant,Population Impact Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1550948,Dynashield ZO,24.034262607150495,1.54,1.54,55.8942893063344,21.4,21.4,208.07226031058119,98.4,98.4,61.23074471042584,45.01,45.01,47.57000134628428,81.28,81.28,40.37,4049,25.0,4,Limited Enterprise Impact,Disease Burden Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1591991,Kleer Plex,46.81121305562121,11.67,11.67,56.021917134875885,21.47,21.47,80.30369968977337,62.43,62.43,91.6766480854964,66.53,66.53,14.879623666127262,31.8,31.8,34.51,4633,13.58,4,Limited Enterprise Impact,Population Impact Intelligence,Disease Burden Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1593273,Chorulon,75.46079130197906,35.42,35.42,78.65497955778311,38.94,38.94,82.19791238951116,63.96,63.96,132.4262716172442,84.18,84.18,55.504200050947865,86.61,86.61,54.44,2642,62.31,3,Operationally Relevant,Risk Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1594958,Soothe Mineral Oil,81.54700981967483,40.91,40.91,35.38392351820858,8.13,8.13,59.56777123910659,44.57,44.57,98.45264988229586,70.34,70.34,43.15319135935521,77.38,77.38,41.51,3935,27.55,4,Limited Enterprise Impact,Risk Intelligence,Population Impact Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1600780,PCxx Neutral Rinse,134.00277309301148,77.98,77.98,255.34421579116758,97.56,97.56,64.6070030344045,49.31,49.31,89.61129711529635,65.46,65.46,61.61337024255536,89.69,89.69,76.43,518,97.47,1,Enterprise Critical,Spend Intelligence,Risk Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1601103,Fungi-Gone,184.7190906721338,93.54,93.54,84.88269758151148,43.52,43.52,57.07483189584847,42.06,42.06,8.08104833906943,1.79,1.79,16.793059348475666,36.24,36.24,51.25,2961,53.55,3,Operationally Relevant,Utilization Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1602557,Fatal-Plus,80.57097699172104,39.98,39.98,80.16649005965203,40.0,40.0,27.147597997812127,12.6,12.6,76.51901148529346,57.01,57.01,42.12525219523976,76.35,76.35,40.7,4016,25.75,4,Limited Enterprise Impact,Risk Intelligence,Population Impact Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1607969,Terra-Vet,143.4023959518392,82.06,82.06,305.69833694431696,99.18,99.18,41.875262691447425,26.77,26.77,213.32192004305466,96.97,96.97,6.416187343207266,11.5,11.5,70.46,1051,92.96,2,Strategically Important,Spend Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1655037,Scrub-Stat,74.1829401050262,34.25,34.25,66.98523443014902,29.91,29.91,38.115604954338515,23.21,23.21,90.30280762281693,65.84,65.84,28.598118810499432,58.79,58.79,38.15,4271,20.14,4,Limited Enterprise Impact,Population Impact Intelligence,Risk Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1659898,Lexinal,55.35787239862869,17.92,17.92,34.69343146565347,7.75,7.75,123.65044151658134,85.94,85.94,272.568593978399,99.13,99.13,28.148679014496857,58.06,58.06,45.18,3568,36.92,4,Limited Enterprise Impact,Population Impact Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1663729,Aquaphor Diaper Rash,130.63534660683436,76.3,76.3,126.87649036985118,70.27,70.27,38.43902667717885,23.52,23.52,31.112497056840745,18.19,18.19,42.04629306736627,76.23,76.23,55.51,2535,65.11,3,Operationally Relevant,Utilization Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1663850,Eucamint,73.50353567102715,33.61,33.61,104.423465949922,57.25,57.25,57.766575903291134,42.8,42.8,9.431094539525091,2.37,2.37,26.286606302243428,54.91,54.91,38.8,4206,21.53,4,Limited Enterprise Impact,Spend Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1722360,China-Gel,59.55648836785424,21.53,21.53,102.14439440497227,55.74,55.74,66.86838978209204,51.33,51.33,27.883871625386366,15.42,15.42,14.704664918202363,31.44,31.44,36.12,4474,16.18,4,Limited Enterprise Impact,Spend Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1725070,Canker Cover,53.83028302877171,16.68,16.68,22.433991284777345,2.66,2.66,54.55271024149706,39.56,39.56,54.479507217030736,39.18,39.18,6.3515511414323615,11.38,11.38,20.6,5865,1.18,4,Limited Enterprise Impact,Disease Burden Intelligence,Population Impact Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1744037,MG217 Psoriasis Salicylic Acid,34.10187467933228,4.62,4.62,14.556866310257279,0.86,0.86,36.62882724522873,21.62,21.62,5.800824815675231,1.01,1.01,44.059330705916544,78.24,78.24,13.9,6106,0.18,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1789685,Zycortal,95.03306717384704,52.55,52.55,24.130491890298245,3.23,3.23,87.22031828170505,67.59,67.59,154.44840577207287,89.65,89.65,0.5905724012026257,0.34,0.34,43.57,3729,32.7,4,Limited Enterprise Impact,Population Impact Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1812264,Vetrimycin,67.04823058565317,28.03,28.03,154.42629632117743,81.55,81.55,176.48195757852187,96.11,96.11,123.98764423527811,81.43,81.43,26.327717157278784,54.98,54.98,65.73,1516,86.76,2,Strategically Important,Disease Burden Intelligence,Spend Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1812269,Agrimycin,146.14079036251272,83.17,83.17,98.17341295893044,53.02,53.02,29.07710178674018,14.38,14.38,118.12620605604391,79.2,79.2,20.579876690624875,44.39,44.39,57.4,2346,69.88,3,Operationally Relevant,Utilization Intelligence,Population Impact Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1812748,Canker Care,208.72275669673792,96.68,96.68,37.07799766701187,9.1,9.1,66.95400841579391,51.4,51.4,84.50634714552027,62.48,62.48,92.80983507124425,97.31,97.31,60.66,2020,77.47,2,Strategically Important,Risk Intelligence,Utilization Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1869717,Nupro Chlorhexidine,53.64237479687362,16.51,16.51,90.57702290045425,47.55,47.55,68.6187388005352,52.88,52.88,110.29289519907124,76.06,76.06,11.576331550131751,23.94,23.94,41.22,3964,26.91,4,Limited Enterprise Impact,Population Impact Intelligence,Disease Burden Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1872915,Colace w/Sennosides,41.082194159241844,8.19,8.19,57.87509037644989,22.82,22.82,39.189764554945306,24.18,24.18,183.86308788488904,94.45,94.45,36.600287913795746,70.17,70.17,34.18,4666,13.04,4,Limited Enterprise Impact,Population Impact Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1923142,Rhuli,187.48128869266185,93.99,93.99,74.5857757154248,35.88,35.88,127.82431446296398,87.1,87.1,127.09502502707124,82.52,82.52,50.833753115531536,83.74,83.74,75.34,605,96.85,1,Enterprise Critical,Utilization Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1923238,Cramergesic,100.10076609391534,56.63,56.63,87.05463663807032,45.07,45.07,37.861998334784246,22.93,22.93,19.787172092877668,8.86,8.86,12.207244158223231,25.54,25.54,36.73,4413,17.3,4,Limited Enterprise Impact,Utilization Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1942840,Devrom,98.21612589513504,55.02,55.02,45.004042165495186,13.91,13.91,10.924241435185477,1.9,1.9,41.78634935833635,27.72,27.72,26.30895080139188,54.95,54.95,30.02,5076,7.42,4,Limited Enterprise Impact,Utilization Intelligence,Risk Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1945202,Na-zone,109.93488934524811,63.79,63.79,65.92560353404365,29.1,29.1,80.95565381351692,63.01,63.01,199.64069543303108,95.89,95.89,22.622698437606793,48.33,48.33,58.23,2263,71.89,3,Operationally Relevant,Population Impact Intelligence,Utilization Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1986821,varicella zoster virus glycoprotein E,158.98731892654484,87.62,87.62,316.8674587979857,99.34,99.34,34.41584811585025,19.5,19.5,213.95028428125806,97.02,97.02,36.55161339742994,70.1,70.1,76.58,505,97.54,1,Enterprise Critical,Spend Intelligence,Population Impact Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1990747,Verruguin,158.4389190273001,87.45,87.45,102.58322216964612,56.02,56.02,64.23717829856999,48.97,48.97,87.47660023001208,64.22,64.22,59.77819782786359,88.86,88.86,68.55,1238,90.76,2,Strategically Important,Risk Intelligence,Utilization Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1994399,Satogesic Hot,127.52727939934874,74.56,74.56,231.58442332817197,96.07,96.07,30.624781470730145,15.84,15.84,94.04478885733516,67.85,67.85,22.23159995597412,47.61,47.61,64.49,1639,84.75,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1995289,Goprelto,47.53104940775533,12.15,12.15,151.59643614232556,80.54,80.54,34.50774350898806,19.57,19.57,181.10149929680827,94.14,94.14,89.95532063813059,96.91,96.91,51.51,2935,54.27,3,Operationally Relevant,Risk Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2043243,Cornstick,29.803762042851854,3.14,3.14,72.91847816998921,34.63,34.63,123.34494532952621,85.84,85.84,117.29575544548767,78.85,78.85,35.30318137619819,68.49,68.49,45.44,3542,37.53,4,Limited Enterprise Impact,Disease Burden Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2043248,Wartstick,47.78504282426513,12.33,12.33,118.86113505621351,65.77,65.77,29.37543143187193,14.67,14.67,58.26454575817955,42.53,42.53,32.41504971188792,64.45,64.45,35.9,4496,15.77,4,Limited Enterprise Impact,Spend Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2045467,Dragon,35.72240068873407,5.32,5.32,115.39162610128531,64.0,64.0,122.80170913302,85.67,85.67,178.46137714580453,93.82,93.82,14.490868254705857,30.92,30.92,51.9,2896,55.37,3,Operationally Relevant,Population Impact Intelligence,Disease Burden Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2049252,Mirataz,135.23556449116234,78.63,78.63,54.38063557484013,20.37,20.37,164.47140569398596,94.72,94.72,21.695018194066943,10.33,10.33,6.014921849449188,10.54,10.54,50.23,3063,50.82,3,Operationally Relevant,Disease Burden Intelligence,Utilization Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2059174,Dandrene,64.52288321997062,25.74,25.74,42.61099709992656,12.44,12.44,73.38940608784677,56.98,56.98,49.395538520304704,34.82,34.82,24.07952072556406,50.94,50.94,32.54,4828,10.58,4,Limited Enterprise Impact,Disease Burden Intelligence,Risk Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2102832,Oxy Deep Pore,126.1511874342583,73.8,73.8,35.67221260997097,8.28,8.28,107.56983295597871,79.45,79.45,24.334646552597366,12.45,12.45,51.96553668624468,84.48,84.48,50.42,3044,51.3,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2120575,Fungi-Nail Reformulated Mar 2019,92.51913409304085,50.39,50.39,89.85887636415876,47.09,47.09,47.5603615321703,32.55,32.55,142.30232115001388,86.81,86.81,76.9082188670333,94.68,94.68,55.89,2497,66.03,3,Operationally Relevant,Risk Intelligence,Population Impact Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2168354,Aulief,63.99400250546056,25.31,25.31,79.98254537938543,39.87,39.87,59.28388190883491,44.32,44.32,37.00911053505672,23.5,23.5,15.789534895872636,34.05,34.05,33.35,4748,11.79,4,Limited Enterprise Impact,Disease Burden Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2176451,Pediaclear,54.2334948211935,17.01,17.01,78.10506165138452,38.51,38.51,43.65295556559585,28.61,28.61,24.543902396279922,12.63,12.63,117.89624431842383,99.08,99.08,32.26,4855,10.16,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2180346,Enzoclear,61.49180320698291,23.22,23.22,30.766332323551932,5.86,5.86,85.4053670864594,66.35,66.35,17.30349820970314,7.0,7.0,31.780159976237613,63.46,63.46,29.1,5166,6.48,4,Limited Enterprise Impact,Disease Burden Intelligence,Risk Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2199126,Dyclopro,41.43647007888244,8.41,8.41,21.859182790034513,2.48,2.48,19.041847272547148,6.19,6.19,156.54505227784676,90.13,90.13,77.33461967965555,94.79,94.79,27.38,5319,4.95,4,Limited Enterprise Impact,Risk Intelligence,Population Impact Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2267555,WARTICIDE,211.61543255314209,96.9,96.9,57.19381498436298,22.34,22.34,58.895729302191654,43.94,43.94,53.82654799462706,38.59,38.59,8.069515158377019,15.29,15.29,50.76,3010,52.25,3,Operationally Relevant,Utilization Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
2284711,patisiran lipid complex,87.09234262189463,45.7,45.7,92.63030001369798,49.07,49.07,41.156873614338345,26.03,26.03,130.58661098877405,83.61,83.61,32.83848717281178,65.03,65.03,50.23,3063,50.82,3,Operationally Relevant,Population Impact Intelligence,Risk Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
